KNummer;ANummer;HAnreden;HTitel;HVorname;HName1;HName2;HName3;POBH;HStrasse;HPLZI;HPLZ;HOrt;HLand;HGZ;Rückstand;Gutschrift;AAnreden;ATitel;AVorname;AName1;AName2;AName3;ALand;POBA;AStrasse;AOrt;APLZI;Aplz;UID;Prozen;Preis;Rechnungsanzahl;Heftanzahl;Gesamtpreis;Rabatt;Total;MwSt;UST;PREISbrutto;ABOAnfang;ABOEnde
29;1318;;;;TKK Maanmittaustekniikan;kirjasto;;;PL 1200;FI;02015;TKK;FINLAND;40454005;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2008 00:00:00;31.12.2011 00:00:00
77;1320;;;;Lantmateriet;Kontorsservice, KVL;;;;S;801;82 GAVLE;SCHWEDEN;BC0885922;0,00;0,00;;;;EBSCO International Inc., USA;c/o EBSCO Info Services GmbH;;GERMANY;;Sachsendamm 2-7;BERLIN;D;10829;ATU52940304;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2008 00:00:00;31.12.2010 00:00:00
202;1321;;;;KretzPhoto e.U.;;;;Hörschinger Str. 7;A;4063;Hörsching;AUSTRIA;;0,00;0,00;Herr;Ing.;Reimar;Kretz;;;AUSTRIA;;Hörschinger Str. 7;Hörsching;A;4063;ATU63326706;0,00;60,00;0;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2008 00:00:00;31.12.2014 00:00:00
77;1322;;;;AMS/IDRAULICA TRASPORTI;;;750;;NL;1430;AE AALSMEER;THE NETHERLANDS;A ZQ-9506033 #NE#;0,00;0,00;;;;EBSCO International Inc., USA;c/o EBSCO Info Services GmbH;;GERMANY;;Sachsendamm 2-7;BERLIN;D;10829;ATU52940304;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2015 00:00:00;31.12.2015 00:00:00
203;1323;;;;Magistrat der Stadt Wien;MA 18 Stadtentwicklung und Stadtplanung;Referat Wissensmanagement;;Rathausstraße 14-16;A;1010;Wien;AUSTRIA;20080291;0,00;0,00;;;;ikon VerlagsGesmbH;;;AUSTRIA;;Industriestraße B16;Brunn am Gebirge;A;2345;ATU49644201;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2008 00:00:00;31.12.2016 00:00:00
188;1324;;;;Fachhochschule Magdeburg;Hochschulbibliothek;Haus 1;;Breitscheidestr. 2;D;39114;MAGDEBURG;GERMANY;VNR 28028;0,00;0,00;;;;Fachbuchhandlung Hennies und Zinkeisen;Inh.: Buchhandlung Decius GmbH;;GERMANY;;Halberstädter Str. 112;MAGDEBURG;D;39112;DE115648560;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2008 00:00:00;
204;1326;;;;Tiefbauamt;Dipl. Ing. Peter Jehle;;;Städtle 38;FL;9490;VADUZ;LICHTENSTEIN;;0,00;0,00;;;;Tiefbauamt;Dipl. Ing. Peter Jehle;;LICHTENSTEIN;;Städtle 38;VADUZ;FL;9490;KEINE;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2008 00:00:00;31.12.2008 00:00:00
205;1327;;;;Abe Marketing;;;;Ul. Grzybowska 37A;PL;00855;WARSZAWA;POLAND;;0,00;0,00;;;;ABE-IPS;;;POLAND;;ul. Grzybowska 37A;WARSZAWA;PL;00-855;PL5260012190;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2008 00:00:00;31.12.2008 00:00:00
58;1328;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;;Gutheil-Schoder-Gasse 17-C;A;1230;Wien;AUSTRIA;215071/0/27;0,00;0,00;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;AUSTRIA;;Gutheil-Schoder-Gasse 17/C;Wien;A;1230;ATU37181900;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2009 00:00:00;31.12.2010 00:00:00
29;1329;;;;AIT - Austrian Institute of Technology;Abt. HET;Dr. Gerhard Heiss;;;A;2444;Seibersdorf;AUSTRIA;44453356;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2009 00:00:00;31.12.2010 00:00:00
206;1330;;;;Gozdarski Institut Slovenije;Gozdarska knjiznica;;;Vecna pot 2;SLO;1000;LJUBLJANA;SLOVENIA;26460;0,00;0,00;;;;Juergen Ganske;Libri GmbH;CM Zeitschriften / Subscriptions;GERMANY;;Friedensallee 273;HAMBURG;D;22763;DE217908460;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2009 00:00:00;31.12.2012 00:00:00
206;1331;;;;Fakulteta za Gradbenistvo in Geodezijo;Knjiznica;;;Jamova c. 2;SLO;1000;LJUBLJANA;SLOVENIA;26460;0,00;0,00;;;;Juergen Ganske;Libri GmbH;CM Zeitschriften / Subscriptions;GERMANY;;Friedensallee 273;HAMBURG;D;22763;DE217908460;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2009 00:00:00;31.12.2012 00:00:00
207;1332;;;;Magistrat der Landeshauptstadt Linz;Planung, Technik und Umwelt;zH Fr. Roswitha Magauer;;Hauptstraße 1-5;A;4041;Linz;AUSTRIA;;0,00;0,00;;;;Magistrat der Landeshauptstadt Linz;Planung, Technik und Umwelt;z.h. Frau Magauer;AUSTRIA;;Hauptstraße 1-5;Linz;A;4041;KEINE;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2009 00:00:00;
208;1333;;;;D.E.A S.p.A.;;;;VIA P. BOCCANELLI 27;I;00138;ROMA;ITALY;09RA0909256;0,00;0,00;;;;D.E.A S.p.A.;;;ITALY;;VIA P. BOCCANELLI 27;ROMA;I;00138;IT00901181008;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2009 00:00:00;31.12.2009 00:00:00
209;1334;;;;Stephanus-Buchhandlung;;;;Herrenstr. 34;D;76133;Karlsruhe;GERMANY;CE-900;0,00;0,00;;;;Stephanus-Buchhandlung;;;GERMANY;;Herrenstr. 34;Karlsruhe;D;76133;DE 230 996 863;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2009 00:00:00;
78;1335;;;;Mayersche Buchhandlung GmbH & Co KG;Buchhaltung MDI;;;Matthiashofstr. 28-30;D;52064;AACHEN;GERMANY;81802;0,00;0,00;;;;Mayersche Buchhandlung KG;Buchhaltung MDI;;GERMANY;;Matthiashofstr. 28-30;AACHEN;D;52064;DE811126776;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2010 00:00:00;31.12.2011 00:00:00
211;1337;;;;LFZ Raumberg-Gumpenstein;Bibliothek;;;Raumberg 38;A;8952;Irdning;AUSTRIA;;60,00;0,00;;;;LFZ Raumberg-Gumpenstein;Bibliothek;;AUSTRIA;;Raumberg 38;Irdning;A;8952;ATU38701507;0,00;60,00;1;1;60,00;-0,00;120,00;0,10;12,00;132,00;1.1.2010 00:00:00;
212;1338;;;;VERBUND Hydro Power AG;Dipl.-Ing. Benjamin Kaden;Abt. EBN;;Badstubenweg 40;A;9500;Villach;AUSTRIA;1548933/1;0,00;0,00;;;;vub GmbH;Verkehrs-Nr.:41545;;GERMANY;;Sedanstr. 31-33;KÖLN;D;50668;DE122649251;0,00;75,00;0;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2015 00:00:00;
213;1339;;;;Dip. Idraulica Trasp. Strade - 73300 Rm;;c/o Li.Co.Sa. Spa;;Via Duca di Calabria 1/1;I;50125;FIRENZE FI;ITALY;B/297819/10;0,00;0,00;;;;Licosa S.P.A.;;;ITALY;;Via Duca di Calabria 1/1;FIRENZE;I;50125;IT00431920487;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2010 00:00:00;31.12.2010 00:00:00
214;1340;Herr;;Christoph;Krause;;;;Östergården 120;S;186 37;VALLENTUNA;SCHWEDEN;12039;0,00;0,00;;;;LeserAuskunft GmbH;;;GERMANY;;Wilhelm-Schickard-Str. 12;KARLSRUHE;D;76131;DE218877919;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2010 00:00:00;31.12.2015 00:00:00
215;1341;;;;Szkoła Glowna Gospodarstwa;Wiejskiego. Wydzial Lesny.;Katedra Urzadzania Lasu;;ul. Nowoursynowska 159;PL;02-776;WARSZAWA;POLAND;17919;0,00;0,00;;;;PRESS - Import of Scientific Publications;;;POLAND;;ul. Sienna 63/40, P.O.Box 116;WARSZAWA;PL;00-820;PL5270164228;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2010 00:00:00;31.12.2010 00:00:00
201;1342;;;;Universität Innsbruck;Bibliothekszentrum West - Magazin;;;Technikerstrasse 19;A;6020;Innsbruck;AUSTRIA;8298;0,00;0,00;;;;Littrade Literaturservice e.U.;Mag. Tina Nicolussi;;AUSTRIA;;Währinger Strasse 3/7;Wien;A;1090;ATU62002834;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2015 00:00:00;
58;1343;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;;Kohlmarkt 16;A;1014;Wien;AUSTRIA;270251/0/5;0,00;0,00;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;AUSTRIA;;Gutheil-Schoder-Gasse 17/C;Wien;A;1230;ATU37181900;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2011 00:00:00;
77;1344;;;;AMS/ITU LIBR;;;750;;NL;1430;AT AALSMEER;THE NETHERLANDS;D4887661;0,00;0,00;;;;EBSCO International Inc., USA;c/o EBSCO Info Services GmbH;;GERMANY;;Sachsendamm 2-7;BERLIN;D;10829;ATU52940304;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2011 00:00:00;31.12.2013 00:00:00
216;1345;;;;CHZ ARS POLONA;SUBSCRIPTION DEPARTMENT;;;OBRONCOW 25;PL;03-933;WARSAW;POLAND;AP/1667/11;0,00;0,00;;;;CHZ ARS POLONA;SUBSCRIPTION DEPARTMENT;;POLAND;;OBRONCOW 25;WARSAW;PL;03-933;PL5251700016;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2011 00:00:00;31.12.2012 00:00:00
217;1346;;;;rmDATA GmbH;;;;Industriestraße 6;A;7423;Pinkafeld;AUSTRIA;-;0,00;0,00;;;;rmDATA GmbH;;;AUSTRIA;;Industriestraße 6;Pinkafeld;A;7423;KEINE;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2011 00:00:00;31.12.2011 00:00:00
58;1347;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;;Kohlmarkt 16;A;1014;Wien;AUSTRIA;123261;0,00;0,00;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;AUSTRIA;;Gutheil-Schoder-Gasse 17/C;Wien;A;1230;ATU37181900;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2011 00:00:00;31.12.2011 00:00:00
218;1348;;;;Hochschule für Technik Stuttgart;Bibliothek;;;Schellingstr. 24;D;70174;STUTTGART;GERMANY;;0,00;0,00;;;;Hochschule für Technik Stuttgart;Bibliothek;;GERMANY;;Schellingstr. 24;STUTTGART;D;70174;DE811579497;0,00;75,00;1;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2012 00:00:00;
219;1349;;;;boysen+mauke oHG;Schweitzer Fachinformationen;;;Burchardstraße 21;D;20095;HAMBURG;GERMANY;4707554.1.45989797;0,00;0,00;;;;boysen+mauke oHG;Schweitzer Fachinformationen;;GERMANY;;Burchardstraße 21;HAMBURG;D;20095;DE185853340;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2012 00:00:00;
58;1350;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;;Gutheil-Schoder-Gasse 17, Halle C3;A;1230;Wien;AUSTRIA;215071/0/27;0,00;0,00;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;AUSTRIA;;Gutheil-Schoder-Gasse 17/C;Wien;A;1230;ATU37181900;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2012 00:00:00;31.12.2014 00:00:00
77;1351;;;;Aalto University;Library of Surveying;;17000;;FI;00076;AALTO;FINLAND;E0284048;0,00;0,00;;;;EBSCO International Inc., USA;c/o EBSCO Info Services GmbH;;GERMANY;;Sachsendamm 2-7;BERLIN;D;10829;ATU52940304;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2012 00:00:00;31.1.2013 00:00:00
78;1352;;;;Mayersche Buchhandlung KG;WE MDI-Versandhandel;;;Prager Ring 106;D;52070;AACHEN;GERMANY;85683;0,00;0,00;;;;Mayersche Buchhandlung KG;Buchhaltung MDI;;GERMANY;;Matthiashofstr. 28-30;AACHEN;D;52064;DE811126776;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2012 00:00:00;31.12.2012 00:00:00
189;1353;;;;Bundesamt für Landestopographie;swisstopo;Ressort Führungsunterstützung;;Seftigenstrasse 264;CH;3084;WABERN;SCHWEIZ;156140/1;56,25;0,00;Firma;;;Lehmanns Media GmbH;siz /  service internationale Zeitschriften;Abo 121548;GERMANY;;Helmholzstrasse 2-9;BERLIN;D;10587;DE811123673;0,25;75,00;1;1;75,00;-18,75;112,50;0,00;0,00;112,50;1.1.2016 00:00:00;31.12.2017 00:00:00
221;1354;;;;Kerst & Schweitzer oHG;;;;Solmsstrasse 75;D;60486;Frankfurt am Main;GERMANY;;0,00;0,00;;;;Kerst & Schweitzer oHG;;;GERMANY;;Solmsstrasse 75;Frankfurt am Main;D;60486;DE 191164601;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2013 00:00:00;
222;1355;;;;FAKULTETA ZA GRADBENISTVO;IN GEODEZIJO;Knjiznica;;Jamova cesta 2;SLO;1000;LJUBLJANA;SLOVENIA;;56,25;0,00;;;;Mladinska knjiga Trgovina;Subscription Department;;SLOVENIA;;Slovenska 29;LJUBLJANA;SLO;1000;SI48494216;0,25;75,00;1;1;75,00;-18,75;112,50;0,00;0,00;112,50;1.1.2016 00:00:00;31.12.2017 00:00:00
222;1356;;;;GOZDARSKI INSTITUT SLOVENIJE;Gozdarska knjiznica;;;Vecna pot 2;SLO;1000;LJUBLJANA;SLOVENIA;637;0,00;0,00;;;;Mladinska knjiga Trgovina;Subscription Department;;SLOVENIA;;Slovenska 29;LJUBLJANA;SLO;1000;SI48494216;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2013 00:00:00;31.12.2013 00:00:00
212;1357;;;;vub GmbH;Postfach 11 04 29;;;;D;10834;Berlin;GERMANY;1659473/1;0,00;0,00;;;;vub GmbH;Verkehrs-Nr.:41545;;GERMANY;;Sedanstr. 31-33;KÖLN;D;50668;DE122649251;0,00;75,00;0;1;75,00;-0,00;75,00;0,00;0,00;75,00;1.1.2013 00:00:00;1.1.2014 00:00:00
29;1358;;;;Swets Information Services;;;45;;NL;6930;AA WESTERVOORT;THE NETHERLANDS;53889480;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2013 00:00:00;31.12.2014 00:00:00
214;1359;Herr;;Maximilian Lars;Brummel;;;;Heithoferwinkel 16;D;59071;HAMM;GERMANY;38789;0,00;0,00;;;;LeserAuskunft GmbH;;;GERMANY;;Wilhelm-Schickard-Str. 12;KARLSRUHE;D;76131;DE218877919;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2013 00:00:00;31.12.2013 00:00:00
205;1360;;;;Abe-IPS;;;;ul. Grzybowska 37A;PL;00-855;WARSZAWA;POLAND;371301;0,00;0,00;;;;ABE-IPS;;;POLAND;;ul. Grzybowska 37A;WARSZAWA;PL;00-855;PL5260012190;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2013 00:00:00;31.12.2013 00:00:00
67;1361;;;;Morawa GmbH & Co KG;Buchhandlung und Zeitungsbüro;Business Subscription Services;;Postfach 99;A;1127;Wien;AUSTRIA;82047/BSS;0,00;0,00;Firma;;;Morawa GmbH & Co KG;Buchhandlung und Zeitungsbüro;Business Subscription Services;AUSTRIA;;Postfach 99;Wien;A;1127;ATU10240602;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;1.1.2013 00:00:00;
58;1362;;;;;;;;;;;;;;0,00;0,00;;;;Manzsche Verlags- und;Universitätsbuchhandlung GmbH;;AUSTRIA;;Gutheil-Schoder-Gasse 17/C;Wien;A;1230;ATU37181900;0,25;60,00;1;1;60,00;-15,00;45,00;0,10;4,50;49,50;;31.12.2013 00:00:00
29;1363;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;;;GB;;ABINGDON - OXON OX14 1WA;GROSSBRITANNIEN;;56,25;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;112,50;0,00;0,00;112,50;;30.11.2016 00:00:00
29;1364;Firma;;;Swets Information Services;;;45;;NL;6930 AA;Westervoort;THE NETHERLANDS;55946651;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2014 00:00:00;31.12.2014 00:00:00
29;1365;Firma;;;Swets Information Service;;;45;;NL;6930 AA;Westervoort;THE NETHERLANDS;56780382;0,00;0,00;;;;Swets Information Services B.V.;UKP;c/o P.O.Box 65;GROSSBRITANNIEN;;;ABINGDON - OXON OX14 1WA;GB;;NL808377632B01;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2014 00:00:00;31.12.2014 00:00:00
225;1366;;;;ETH Zürich;ETH Bibliothek / Zeitschriften;;;Rämistraße 101;CH;8092;Zürich;SCHWEIZ;80061282.1;0,00;0,00;Firma;;;Karger Libri;;;SCHWEIZ;;Allschwilerstrasse 10;Basel;CH;4009;KEINE;0,25;75,00;1;1;75,00;-18,75;56,25;0,00;0,00;56,25;1.1.2015 00:00:00;31.12.2016 00:00:00
227;1367;Firma;;;Wiener Netze GmbH;Dienststelle Simmering;;;Erdbergerstraße 236;A;1110;Wien;AUSTRIA;;0,00;0,00;Firma;;;WIN.PDF-Eingangsrechnung@wienernetze.at;Wiener Netze GmbH;;AUSTRIA;;Erdbergerstraße 236;Wien;A;1110;;0,00;60,00;1;1;60,00;-0,00;60,00;0,10;6,00;66,00;1.1.2016 00:00:00;31.12.2016 00:00:00
223;1368;Firma;;Arianna;Casalini;;;;Via Benedetto da Maiano 3;I;50014;Fiesole;ITALY;;75,00;0,00;Firma;;;Casalini Libri S.P.A.;;;ITALY;;Via Benedetto da Maiano 3;Fiesole;I;50014;IT03106600483;0,00;75,00;1;1;75,00;-0,00;150,00;0,00;0,00;150,00;1.1.2016 00:00:00;
